park_id,park_code,name,description,url
1125,edal,Edgar Allan Poe National Historic Site,"Described as horrifying, mystifying, and brilliant, Poe’s writing has engaged readers all over the world. The six years Edgar Allan Poe lived in Philadelphia were his happiest and most productive. Yet Poe also struggled with bad luck, personal demons and his wife’s illness. In Poe’s humble home, reflect on the human spirit surmounting crushing obstacles, and celebrate Poe’s astonishing creativity.",https://www.nps.gov/edal/index.htm
1126,efmo,Effigy Mounds National Monument,"The mounds preserved here are considered sacred by many Americans, especially the Monument's 20 culturally associated American Indian tribes. A visit offers opportunities to contemplate the meanings of the mounds and the people who built them. The 200 plus American Indian mounds are located in one of the most picturesque sections of the Upper Mississippi River Valley.",https://www.nps.gov/efmo/index.htm
1127,eise,Eisenhower National Historic Site,"Eisenhower National Historic Site preserves the farm of General and 34th President Dwight D. Eisenhower. Adjacent to the Gettysburg battlefield, the farm served the president and first lady as a weekend retreat and as a meeting place for world leaders. With its peaceful setting and view of South Mountain, it was a respite from Washington, DC, and a backdrop for efforts to reduce Cold War tensions.",https://www.nps.gov/eise/index.htm
1128,elca,El Camino Real de Tierra Adentro National Historic Trail,"Travel along El Camino Real de Tierra Adentro National Historic Trail to experience and learn from a complicated legacy of 300 years of conflict, cooperation, and cultural exchange between a variety of empires—European and non-European alike.",https://www.nps.gov/elca/index.htm
1129,elte,El Camino Real de los Tejas National Historic Trail,"Explore a diverse array of histories contained within El Camino Real de los Tejas’ 150-year life, including the Spanish struggle to missionize American Indian nations, the growth of cattle ranching in the Mexican period, and the movement for Texan independence and statehood.",https://www.nps.gov/elte/index.htm
1130,elma,El Malpais National Monument,"The richly diverse volcanic landscape of El Malpais (el-mal-pie-EES) offers solitude, recreation, and adventure. Explore incredible geologic features such as lava flows, cinder cones, lava tube caves, and sandstone bluffs. While some may see a desolate environment, people have been adapting to and living in this extraordinary terrain for generations. Come visit the land of frozen fire!",https://www.nps.gov/elma/index.htm
1131,elmo,El Morro National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, ancestral Puebloans, Spanish, and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",https://www.nps.gov/elmo/index.htm
1132,elro,Eleanor Roosevelt National Historic Site,"Visit the home of Eleanor Roosevelt. Here, Franklin and Eleanor entertained friends, the press, activists, and official state visitors in the relaxed atmosphere of Val-Kill. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",https://www.nps.gov/elro/index.htm
1133,elis,Ellis Island Part of Statue of Liberty National Monument,"How far would you travel to find a better life? What if the journey took weeks under difficult conditions? If you answered ""Whatever it takes,"" you echo the feelings of the 12 million immigrants who passed through these now quiet halls from 1892 to 1954. Ellis Island afforded them the opportunity to attain the American dream for themselves and their descendants. Come hear their stories.",https://www.nps.gov/elis/index.htm
1134,till,Emmett Till and Mamie Till-Mobley National Monument,"In 1955, 14-year-old Emmett Till traveled to Money, Mississippi, to visit relatives. He was kidnapped, tortured, and murdered after reportedly whistling at a white woman. His mother, Mamie Till-Mobley, insisted on an open-casket funeral near their hometown of Chicago. Her brave decision let the world see the racist violence inflicted upon her son and set the Civil Rights Movement into motion.",https://www.nps.gov/till/index.htm
1135,euon,Eugene O'Neill National Historic Site,"America's only Nobel Prize winning playwright, Eugene O'Neill, chose to live in Northern California at the height of his writing career. Isolated from the world and within the walls of his home, O'Neill wrote his final and most memorable plays; The Iceman Cometh, Long Day's Journey Into Night, and A Moon for the Misbegotten.",https://www.nps.gov/euon/index.htm
1136,ever,Everglades National Park,"Everglades National Park protects an unparalleled landscape that provides important habitat for numerous rare and endangered species like the manatee, American crocodile, and the elusive Florida panther. An international treasure as well - a World Heritage Site, International Biosphere Reserve, a Wetland of International Importance, and a specially protected area under the Cartagena Treaty.",https://www.nps.gov/ever/index.htm
1137,feha,Federal Hall National Memorial,"Here on Wall Street, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",https://www.nps.gov/feha/index.htm
1138,fiis,Fire Island National Seashore,"Immerse yourself in an enchanting collage of coastal life and history. Rhythmic waves, high dunes, ancient maritime forests, historic landmarks and glimpses of wildlife, Fire Island has been a special place for diverse plants, animals and people for centuries. Far from the pressure of nearby big-city life, dynamic barrier island beaches offer solitude, camaraderie, and spiritual renewal.",https://www.nps.gov/fiis/index.htm
1139,fila,First Ladies National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and our Education Center. Come learn about how the position of First Lady has evolved over time to include a public role.",https://www.nps.gov/fila/index.htm
1140,frst,First State National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",https://www.nps.gov/frst/index.htm
1141,flni,Flight 93 National Memorial,"On Tuesday morning, September 11, 2001, the U.S. came under attack when four commercial airliners were hijacked and used to strike targets on the ground. Nearly 3,000 people tragically lost their lives. Because of the actions of the 40 passengers and crew aboard one of the planes, Flight 93, the attack on the U.S. Capitol was thwarted.",https://www.nps.gov/flni/index.htm
1142,flfo,Florissant Fossil Beds National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",https://www.nps.gov/flfo/index.htm
1143,foth,Ford's Theatre,"April 14, 1865. President Lincoln is assassinated at Ford’s Theatre. Discover how a nation handled grief and loss, how everyday people experienced a national tragedy, and how we have remembered a fallen leader. Today, in partnership with Ford’s Theatre Society, live dramatic productions highlight Lincoln’s love of the theatre, and the power of stories to connect us to ourselves and our history.",https://www.nps.gov/foth/index.htm
1144,fobo,Fort Bowie National Historic Site,"Fort Bowie witnessed almost 25 years of conflict between the Chiricahua Apache and the US Army, and remains a tangible connection to the turbulent era of the late 1800s. Explore the history of Fort Bowie and Apache Pass as you hike to the visitor center and old fort ruins. Today, this peaceful landscape stands in stark contrast to the violence that once gripped this land.",https://www.nps.gov/fobo/index.htm
1145,foda,Fort Davis National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",https://www.nps.gov/foda/index.htm
1146,fodo,Fort Donelson National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",https://www.nps.gov/fodo/index.htm
1147,fodu,Fort Dupont Park,"This 361 acre wooded park was once home to an earthen fort built to protect Washington, DC, during the Civil War. Today, visitors can see the fort's earthworks and escape to the great outdoors. Activities include picnics, nature walks, biking, gardening, environmental education, music, and ranger-led programs.",https://www.nps.gov/fodu/index.htm
1148,fofo,Fort Foote Park,"Fort Foote was constructed in 1863 atop Rozier's Bluff to strengthen the ring of fortifications that encircled Washington, D.C. Two of the Guns that protected Washington are still there along with the remains of the fort's earthworks.",https://www.nps.gov/fofo/index.htm
1149,fofr,Fort Frederica National Monument,"Georgia's fate was decided in 1742 when Spanish and British forces clashed on St. Simons Island. Fort Frederica's troops defeated the Spanish, ensuring Georgia's future as a British colony. Today, the archeological remnants of Frederica are protected by the National Park Service.",https://www.nps.gov/fofr/index.htm
1150,fola,Fort Laramie National Historic Site,"Originally established as a private fur trading fort in 1834, Fort Laramie evolved into the largest and best known military post on the Northern Plains before its abandonment in 1890. This “grand old post” witnessed the entire sweeping saga of America’s western expansion and Indian resistance to encroachment on their territories.",https://www.nps.gov/fola/index.htm
1151,fols,Fort Larned National Historic Site,Discover a complete and authentic army post from the 1860s -1870s! This well-preserved fort on the Santa Fe Trail shares a tumultuous history of the Indian Wars era. The sandstone constructed buildings sheltered troops who were known as the Guardians of the Santa Fe Trail.,https://www.nps.gov/fols/index.htm
1152,foma,Fort Matanzas National Monument,"Fort Matanzas National Monument preserves the fortified coquina watchtower, completed in 1742, which defended the southern approach to the Spanish military settlement of St. Augustine. It also protects approximately 300 acres of Florida coastal environment containing dunes, marsh, maritime forest, and associated flora and fauna, including threatened and endangered species.",https://www.nps.gov/foma/index.htm
1153,fomc,Fort McHenry National Monument and Historic Shrine,"by the dawn's early light, a large red, white and blue banner? Whose broad stripes and bright stars... were so gallantly streaming...over Fort McHenry! The valiant defense of the fort during the Battle of Baltimore on September 13-14, 1814 inspired Francis Scott Key to write the words that became the U.S. national anthem. The fort's history holds many other stories too, from the Civil War to WWII.",https://www.nps.gov/fomc/index.htm
1154,fomr,Fort Monroe National Monument,"Fort Monroe National Monument has a diverse history spanning the American story from American Indian presence, Captain John Smith's journeys, first arrival of enslaved Africans in English North America, a safe haven for freedom seekers during the American Civil War, and a bastion of defense for the Chesapeake Bay through the 21st Century. Visit and witness the on-going preservation work in action.",https://www.nps.gov/fomr/index.htm
1155,fone,Fort Necessity National Battlefield,"The battle at Fort Necessity in the summer of 1754 was the opening action of the French and Indian War. This war was a clash of British, French and American Indian cultures. It ended with the removal of French power from North America. The stage was set for the American Revolution.",https://www.nps.gov/fone/index.htm
1156,fopo,Fort Point National Historic Site,"From its vantage point overlooking the spectacular Golden Gate, Fort Point defended the San Francisco Bay following California's Gold Rush through World War II. Its beautifully arched casemates display the art of 3rd system brick masonry and interacts gracefully with the Golden Gate Bridge.",https://www.nps.gov/fopo/index.htm
1157,fopu,Fort Pulaski National Monument,"For much of the 19th century, masonry fortifications were the United States’ main defense against overseas enemies. However, during the Civil War, new technology proved its superiority over these forts. Using rifled cannons, the U.S. Army compelled the Confederate garrison inside Fort Pulaski to surrender. The siege was a landmark experiment in the history of military science and invention.",https://www.nps.gov/fopu/index.htm
1158,fora,Fort Raleigh National Historic Site,"Fort Raleigh National Historic Site protects and preserves known portions of England's first New World settlements from 1584 to 1590. This site also preserves the cultural heritage of the Native Americans, European Americans and African Americans who have lived on Roanoke Island.",https://www.nps.gov/fora/index.htm
1159,fosc,Fort Scott National Historic Site,"Promises made and broken! Who deserves to be free? The fight for freedom! Soldiers fighting settlers! Each of these stories is a link in the chain of events that encircled Fort Scott from 1842-1873. All of the site's structures, its parade ground, and its tallgrass prairie bear witness to this era when the country was forged from a young republic into a united transcontinental nation.",https://www.nps.gov/fosc/index.htm
1160,fosm,Fort Smith National Historic Site,"Explore life on the edge of frontier and Indian Territory through the stories of soldiers, the Trail of Tears, scandals, outlaws, and lawmen who pursued them. From the establishment of the first Fort Smith on December 25, 1817, to the final days of Judge Isaac C. Parker's jurisdiction over Indian Territory in 1896, Fort Smith National Historic Site preserves almost 80 years of history.",https://www.nps.gov/fosm/index.htm
1161,fost,Fort Stanwix National Monument,"For centuries, the Oneida Carrying Place, a six-mile portage connecting the Mohawk River and Wood Creek, served as a vital link for those traveling by water from the ocean to the Great Lakes. When Europeans arrived, nations fought for control of the carry, the homelands of the Six Nations Confederacy, and the rich resources of North America. In this struggle, Fort Stanwix would play a vital role.",https://www.nps.gov/fost/index.htm
1162,fosu,Fort Sumter and Fort Moultrie National Historical Park,"Two forts stand at the entrance of Charleston Harbor. Patriots inside a palmetto log fort, later named Fort Moultrie, defeated the Royal Navy in 1776. As Charleston blazed a path towards secession to preserve slavery, construction on a new fort, Fort Sumter, proceeded. The Confederacy fired on the US garrison of Fort Sumter on April 12, 1861 opening the Civil War, which redefined American freedom.",https://www.nps.gov/fosu/index.htm
1163,foun,Fort Union National Monument,"Exposed to the wind, within a sweeping valley of short grass prairie, and along the eroded Santa Fe Trail, lie the adobe walled ruins of the largest 19th century military fort in the region. From 1851 to 1891, Fort Union functioned as an agent of change, desired or not, in the New Mexico Territory and throughout the Southwest.",https://www.nps.gov/foun/index.htm
1164,fous,Fort Union Trading Post National Historic Site,"Between 1828 and 1867, Fort Union was the most important fur trade post on the Upper Missouri River. Here, the Assiniboine and six other Northern Plains Tribes exchanged buffalo robes and smaller furs for goods from around the world, including cloth, guns, blankets, and beads. A bastion of peaceful coexistence, the post annually traded over 25,000 buffalo robes and $100,000 in merchandise.",https://www.nps.gov/fous/index.htm
1165,fova,Fort Vancouver National Historic Site,"Located on the north bank of the Columbia River, in sight of snowy mountain peaks and a vibrant urban landscape, this park has a rich cultural past. From a frontier fur trading post, to a powerful military legacy, the magic of flight, and the origin of the American Pacific Northwest, history is shared at four unique sites. Discover stories of transition, settlement, conflict, and community.",https://www.nps.gov/fova/index.htm
1166,fowa,Fort Washington Park,"Built to defend the river approach to Washington, DC, Fort Washington has stood as silent sentry for over 200 years. As technologies advanced so did Fort Washington, from the brick and stone of the 19th century to the concrete and steel of the 20th century. Joining the National Park Service in 1946, the park continues to protect the Potomac River.",https://www.nps.gov/fowa/index.htm
1167,fobu,Fossil Butte National Monument,"Some of the world's best preserved fossils are found in the flat-topped ridges of southwestern Wyoming's cold sagebrush desert. Fossilized fishes, insects, plants, reptiles, birds, and mammals are exceptional for their abundance, variety, and detail of preservation. Most remarkable is the story they tell of ancient life in the warm, wet environment in and around a freshwater lake.",https://www.nps.gov/fobu/index.htm
1168,frde,Franklin Delano Roosevelt Memorial,These words by President Franklin Delano Roosevelt ushered the United States into World War II and defined what it is to be an American. Stop by this secluded memorial and begin to understand the Roosevelt legacy.,https://www.nps.gov/frde/index.htm
1169,frdo,Frederick Douglass National Historic Site,"Frederick Douglass spent his life fighting for justice and equality. Born into slavery in 1818, he escaped as a young man and became a leading voice in the abolitionist movement. People everywhere still find inspiration today in his tireless struggle, brilliant words, and inclusive vision of humanity. Douglass's legacy is preserved here at Cedar Hill, where he lived his last 17 years.",https://www.nps.gov/frdo/index.htm
1170,frla,Frederick Law Olmsted National Historic Site,"Frederick Law Olmsted (1822-1903) is recognized as the founder of American landscape architecture and the nation's foremost parkmaker. Olmsted moved his home to suburban Boston in 1883 and established the world's first full-scale professional office for the practice of landscape design. During the next century, his sons and successors perpetuated Olmsted's design ideals, philosophy, and influence.",https://www.nps.gov/frla/index.htm
1171,frsp,Fredericksburg & Spotsylvania National Military Park,"Fredericksburg, Chancellorsville, Wilderness, and Spotsylvania, this is America's battleground, where the Civil War roared to its bloody climax. No place more vividly reflects the War's tragic cost in all its forms. A town bombarded and looted. Farms large and small ruined. Refugees by the thousands forced into the countryside. More than 85,000 men wounded; 15,000 killed--most in graves unknown.",https://www.nps.gov/frsp/index.htm
1172,frri,Freedom Riders National Monument,"In 1961, a small interracial band of “Freedom Riders” challenged discriminatory laws requiring separation of the races in interstate travel. They were attacked by white segregationists, who firebombed the bus. Images of the attack appeared in hundreds of newspapers, shocking the American public and spurring the Federal Government to issue regulations banning segregation in interstate travel.",https://www.nps.gov/frri/index.htm
1173,frhi,Friendship Hill National Historic Site,"Albert Gallatin is best remembered for his thirteen year tenure as Secretary of the Treasury during the Jefferson and Madison administrations. In that time he reduced the national debt, purchased the Louisiana Territory and funded the Lewis & Clark exploration. Gallatin's accomplishments and contributions are highlighted at Friendship Hill, his restored country estate.",https://www.nps.gov/frhi/index.htm
1174,gaar,Gates Of The Arctic National Park & Preserve,"This vast landscape does not contain any roads or trails. Visitors discover intact ecosystems where people have lived with the land for over ten thousand years. Wild rivers meander through glacier-carved valleys, caribou migrate along age-old trails, endless summer light fades into aurora-lit night skies of winter. Virtually unchanged, except by the forces of nature.",https://www.nps.gov/gaar/index.htm
1175,jeff,Gateway Arch National Park,"The Gateway Arch reflects St. Louis' role in the Westward Expansion of the United States during the nineteenth century. The park is a memorial to Thomas Jefferson's role in opening the West, to the pioneers who helped shape its history, and to Dred Scott who sued for his freedom in the Old Courthouse.",https://www.nps.gov/jeff/index.htm
1176,gate,Gateway National Recreation Area,"Spanning 27,000 acres from Sandy Hook in New Jersey to Breezy Point in New York City, the park is both the gateway from the ocean into New York Harbor, and the gateway to the National Park Service for millions of visitors every year. Gateway offers green spaces and beaches alongside historic structures and cultural landscapes. Every day, Gateway is open for you to explore, envision, and enjoy!",https://www.nps.gov/gate/index.htm
1177,gari,Gauley River National Recreation Area,"The 25 miles of free-flowing Gauley River and the six miles of the Meadow River pass through scenic gorges and valleys containing a wide variety of natural and cultural features. The Gauley River contains several class V+ rapids, making it one of the most adventurous white water boating rivers in the east.",https://www.nps.gov/gari/index.htm
1178,gegr,General Grant National Memorial,"The final resting place of President Ulysses S. Grant and his wife, Julia, is the largest mausoleum in North America. It testifies to a people’s gratitude for the man who ended the bloodiest conflict in American history as Commanding General of the Union Army and then, as President of the United States, strove to heal a nation after a civil war and make rights for all citizens a reality.",https://www.nps.gov/gegr/index.htm
1179,gero,George Rogers Clark National Historical Park,"The British flag would not be raised above Fort Sackville Feb. 25, 1779. At 10 A.M., the garrison surrendered to American Colonel George Rogers Clark. His American army, aided by French residents of the Illinois country, had marched through freezing floodwaters to gain this victory. The fort’s capture assured United States claims to the frontier, an area nearly as large as the original 13 states.",https://www.nps.gov/gero/index.htm
1180,gewa,George Washington Birthplace National Monument,George Washington Birthplace National Monument is located in the Northern Neck of Virginia. It encompasses 551 acres of land where seven generations of the Washington family lived and where George Washington was born in 1732. The park was also central to one of the earliest efforts to memorialize George Washington during the celebration of his bicentennial birth anniversary in 1932.,https://www.nps.gov/gewa/index.htm
1181,gwca,George Washington Carver National Monument,"The young child known as the ""Plant Doctor"" tended his secret garden while observing the day-to-day operations of a 19th century farm. Nature and nurture ultimately influenced George on his quest for education to becoming a renowned agricultural scientist, educator, and humanitarian.",https://www.nps.gov/gwca/index.htm
1182,gwmp,George Washington Memorial Parkway,"The George Washington Memorial Parkway was designed for recreational driving. It links sites that commemorate important episodes in American history and preserve habitat for local wildlife. The parkway and its associated trails provide a scenic place to play and rest in the busy Washington, DC metropolitan area.",https://www.nps.gov/gwmp/index.htm
1183,gett,Gettysburg National Military Park,"The Battle of Gettysburg was a turning point in the Civil War, the Union victory that ended General Robert E. Lee's second and most ambitious invasion of the North. Often referred to as the ""High Water Mark of the Rebellion"", Gettysburg was the Civil War's bloodiest battle and was also the inspiration for President Abraham Lincoln's immortal ""Gettysburg Address"".",https://www.nps.gov/gett/index.htm
1184,gicl,Gila Cliff Dwellings National Monument,"For thousands of years, groups of nomads used the caves above Cliff Dweller Creek as temporary shelter. In the late 1200s, people of the agricultural Mogollon (Southern Ancestral Pueblo) culture made it a home. They built rooms, crafted pottery and raised children in the cliff dwellings for one or two generations. By approximately 1300, the Mogollon had moved on, leaving the walls behind.",https://www.nps.gov/gicl/index.htm
1185,glba,Glacier Bay National Park & Preserve,"Covering 3.3 million acres of rugged mountains, dynamic glaciers, temperate rainforest, wild coastlines and deep sheltered fjords, Glacier Bay National Park is a highlight of Alaska's Inside Passage and part of a 25-million acre World Heritage Site—one of the world’s largest international protected areas. From sea to summit, Glacier Bay offers limitless opportunities for adventure and inspiration.",https://www.nps.gov/glba/index.htm
1186,glac,Glacier National Park,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.",https://www.nps.gov/glac/index.htm
1187,glca,Glen Canyon National Recreation Area,"Encompassing over 1.25 million acres, Glen Canyon National Recreation Area offers unparalleled opportunities for water-based & backcountry recreation. The recreation area stretches for hundreds of miles from Lees Ferry in Arizona to the Orange Cliffs of southern Utah, encompassing scenic vistas, geologic wonders, and a vast panorama of human history.",https://www.nps.gov/glca/index.htm
1188,glec,Glen Echo Park,"Glen Echo Park began in 1891 as a National Chautauqua Assembly ""to promote liberal and practical education."" By 1911, it transformed into DC's premier amusement park until it closed in 1968. Since 1971, the National Park Service has owned and operated the site and today, with the help of the Glen Echo Park Partnership for Arts and Culture, offers year-round cultural and recreational activities.",https://www.nps.gov/glec/index.htm
1189,glde,Gloria Dei Church National Historic Site,Before Pennsylvania there was New Sweden. Discover this last historic link to a forgotten past. Visit the church's pastoral surroundings and its burial ground of patriots and ordinary citizens alike.,https://www.nps.gov/glde/index.htm
1190,goga,Golden Gate National Recreation Area,"Experience a park so rich it supports 19 distinct ecosystems with over 2,000 plant and animal species. Go for a hike, enjoy a vista, have a picnic or learn about the centuries of overlapping history from California’s indigenous cultures, Spanish colonialism, the Mexican Republic, US military expansion and the growth of San Francisco. All of this and more awaits you, so get out and find your park.",https://www.nps.gov/goga/index.htm
1191,gosp,Golden Spike National Historical Park,"One of the greatest technological achievements of the 19th century is the completion of the first transcontinental railroad across the United States. Visitors to the park can see the location of the Last Spike Site, 1869 railroad construction features, walk or drive on the original railroad grade, and get an up close view of Victorian era replica locomotives.",https://www.nps.gov/gosp/index.htm
1192,gois,Governors Island National Monument,"From 1794 to 1966, the U.S. Army on Governors Island was part of the social, political, and economic tapestry of New York City. Today, the island is a vibrant summer seasonal venue of art, culture, and performance against the backdrop of two centuries of military heritage and the skyline of one of the great cities of the world. The island is open to the public. Check Alerts",https://www.nps.gov/gois/index.htm
1193,grca,Grand Canyon National Park,"Grand Canyon National Park, in Northern Arizona, encompasses 278 miles (447 km) of the Colorado River and adjacent uplands. Located on ancestral homeland of 11 Associated Tribes, Grand Canyon is one of the most spectacular examples of erosion anywhere in the world—unmatched in the incomparable vistas it offers visitors from the rims. The South Rim is open. The North Rim is CLOSED for the winter.",https://www.nps.gov/grca/index.htm
1194,para,Grand Canyon-Parashant National Monument,"Despite the hardships created by rugged isolation and the lack of natural waters, Parashant has a long human history spanning more than 11,000 years, and an equally rich geologic history spanning almost two billion years. Full of natural splendor and a sense of solitude, this area remains remote and unspoiled, qualities that are essential to the protection of its scientific and historic resources.",https://www.nps.gov/para/index.htm
1195,grpo,Grand Portage National Monument,Travel into the past to discover the present. Explore the partnership between the Grand Portage Anishinaabe and the North West Company during the North American fur trade. Experience the sights and smells of a bustling depot reconstructed in its historic location. See how it shaped co-management with the NPS today. Follow pathways to the past to imagine a drum echo over Gichigami - Lake Superior.,https://www.nps.gov/grpo/index.htm
1196,grte,Grand Teton National Park,"Soaring over a landscape rich with wildlife, pristine lakes, and majestic alpine vistas, the Teton Range stands as a testament to generations of stewards. For over 11,000 years, communities have thrived in the valley known as Jackson Hole, turning these mountains into more than just peaks—they embody imagination and enduring human connection.",https://www.nps.gov/grte/index.htm
1197,grko,Grant-Kohrs Ranch National Historic Site,"Wide open spaces, the hard-working cowboy, his spirited cow pony, and vast herds of cattle are among the strongest symbols of the American West. Once the headquarters of a 10 million acre cattle empire, Grant-Kohrs Ranch National Historic Site preserves these symbols and commemorates the role of cattlemen in American history.",https://www.nps.gov/grko/index.htm
1198,grba,Great Basin National Park,"From the 13,063-foot summit of Wheeler Peak to the sagebrush-covered foothills, Great Basin National Park hosts a sample of the incredible diversity of the larger Great Basin region. Come and partake of the solitude of the wilderness, walk among ancient bristlecone pines, bask in the darkest of night skies, and explore mysterious subterranean passages. There's a lot more than just desert here.",https://www.nps.gov/grba/index.htm
1199,greg,Great Egg Harbor River,"The River gradually widens as it picks up the waters of 17 tributaries on its way to Great Egg Harbor and the Atlantic Ocean. Established by Congress in 1992, nearly all of this 129-mile river system rests within the Pinelands National Reserve. This National Park Service unit is unusual in that local jurisdictions continue to administer the lands.",https://www.nps.gov/greg/index.htm
1200,grfa,Great Falls Park,"At Great Falls, the Potomac River builds up speed and force as it falls over a series of steep, jagged rocks and flows through the narrow Mather Gorge. The Patowmack Canal offers a glimpse into the early history of this country. Great Falls Park has many opportunities to explore history and nature, all in a beautiful 800-acre park only 15 miles from the Nation's Capital.",https://www.nps.gov/grfa/index.htm
1201,grsa,Great Sand Dunes National Park & Preserve,"Open 24/7 year round! There are no limitations, timed entries, or reservations to visit. The tallest dunes in North America are the centerpiece in a diverse landscape of grasslands, wetlands, forests, alpine lakes, and tundra. Stay on a moonless night to experience countless stars in this International Dark Sky Park!",https://www.nps.gov/grsa/index.htm
1202,grsm,Great Smoky Mountains National Park,"Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World renowned for its diversity of plant and animal life, the beauty of its ancient mountains, and the quality of its remnants of Southern Appalachian mountain culture, this is America's most visited national park. Plan your visit today!",https://www.nps.gov/grsm/index.htm
1203,grsp,Green Springs,"Green Springs National Historic Landmark District in Virginia’s Piedmont encompasses over 14,000 acres. Its landscapes and structures, privately owned today but viewable from public roads, offer a continuum of rural vernacular architecture with minimal alteration. Many of the farmsteads, often dating to the 19th century and connecting to one another visually, are preserved through easements.",https://www.nps.gov/grsp/index.htm
1204,gree,Greenbelt Park,"Enjoy affordable camping, hiking, and peaceful forest surroundings just ten miles from Washington, DC!",https://www.nps.gov/gree/index.htm
1205,gumo,Guadalupe Mountains National Park,"Come experience mountains and canyons, desert and dunes, night skies and spectacular vistas within a place unlike any other. Guadalupe Mountains National Park protects the world's most extensive Permian fossil reef, the four highest peaks in Texas, an environmentally diverse collection of flora and fauna, and the stories of lives shaped through conflict, cooperation and survival.",https://www.nps.gov/gumo/index.htm
1206,guco,Guilford Courthouse National Military Park,"""I never saw such fighting since God made me. The Americans fought like demons."" - Lt. General Charles, Earl Cornwallis On March 15, 1781, six years into the American Revolution, General Greene and Lord Cornwallis' troops faced off at a small courthouse community. The battle would change the course of the Southern Campaign of the American Revolution.",https://www.nps.gov/guco/index.htm
1207,guis,Gulf Islands National Seashore,"Millions of visitors are drawn to the Gulf of Mexico for Gulf Islands National Seashore's emerald coast waters, magnificent white beaches, fertile marshes and historical landscapes. Come explore with us today!",https://www.nps.gov/guis/index.htm
1208,hafo,Hagerman Fossil Beds National Monument,"During the Pliocene, this place looked quite different. Lush wetlands, forests, and grasslands provided excellent habitat for a variety of animals. From fascinating, now-extinct creatures like the saber-toothed cat, mastodon, and ground sloth, to more familiar animals like horses, beavers, and birds, the scientific study of Pliocene fossils is the key to Hagerman.",https://www.nps.gov/hafo/index.htm
1209,hale,Haleakalā National Park,"This special place vibrates with stories of ancient and modern Hawaiian culture and protects the bond between the land and its people. The park also cares for endangered species, some of which exist nowhere else. Come visit this special place - renew your spirit amid stark volcanic landscapes and sub-tropical rain forest with an unforgettable hike through the backcountry.",https://www.nps.gov/hale/index.htm
1210,hagr,Hamilton Grange National Memorial,"Merchant’s clerk, Revolutionary War soldier, first Secretary Treasury of the United States: Alexander Hamilton’s life is memorialized at The Grange, the home he built on a country estate in uptown Manhattan. A faithful testament to early American architecture, it stands today as a tribute to its first owner’s many accomplishments.",https://www.nps.gov/hagr/index.htm
1211,hamp,Hampton National Historic Site,"Hampton National Historic Site preserves the center of a once-vast Maryland plantation. A microcosm of the nation, it reflects two centuries of American social, historical, and economic development. Visitors can explore the estate, owned by seven generations of the Ridgely family, as it evolved within a nation struggling to define its own concept of freedom.",https://www.nps.gov/hamp/index.htm
1212,haha,Harmony Hall,"The 18th century Harmony Hall mansion is located on a 62.5-acre open pasture land estate along the Potomac River. This estate was purchased by the National Park Service in 1966, to preserve southern Maryland cultural heritage. Surrounded by a rich landscape, it offers visitors many chances to connect with Colonial History. The park also home to the remains of the Want Water House and canal.",https://www.nps.gov/haha/index.htm
1213,hafe,Harpers Ferry National Historical Park,"At the confluence of the Shenandoah and Potomac rivers, on the ancestral home of the Tuscarora and Shawnee people, lies Harpers Ferry. Here you can explore John Brown's Raid against slavery. Find your connection to the struggle for freedom, education, and civil rights at Storer College. Discover miles of trail in the Blue Ridge and along Civil War battlefields.",https://www.nps.gov/hafe/index.htm
